Cod_setor,Situacao_setor,V001,V109,V110
250750705000119,1,289,0,MULHER
250750705000120,1,316,0,MULHER
250750705000121,1,174,0,MULHER
250750705000122,1,280,0,MULHER
250750705000123,1,281,0,MULHER
250750705000124,1,210,0,MULHER
250750705000125,1,260,0,MULHER
250750705000126,1,202,0,MULHER
250750705000127,1,153,0,MULHER
250750705000128,1,156,0,MULHER
250750705000129,1,343,33,MULHER
250750705000130,1,210,0,MULHER
250750705000131,1,221,0,MULHER
250750705000132,1,367,9,MULHER
250750705000133,1,280,0,MULHER
250750705000134,1,197,0,MULHER
250750705000135,1,176,12,MULHER
250750705000136,1,150,0,MULHER
250750705000137,1,157,0,MULHER
250750705000138,1,306,1,MULHER
250750705000139,1,103,100,MULHER
250750705000140,1,91,0,MULHER
250750705000141,1,237,0,MULHER
250750705000142,1,59,0,MULHER
250750705000143,1,169,0,MULHER
250750705000144,1,181,0,MULHER
250750705000145,1,112,0,MULHER
250750705000146,1,156,0,MULHER
250750705000147,1,127,0,MULHER
250750705000148,1,174,0,MULHER
250750705000149,1,192,0,MULHER
250750705000150,1,291,0,MULHER
250750705000151,1,240,0,MULHER
250750705000152,1,316,0,MULHER
250750705000153,1,195,0,MULHER
250750705000154,1,272,0,MULHER
250750705000155,1,206,0,MULHER
250750705000156,1,251,0,MULHER
250750705000157,1,169,0,MULHER
250750705000158,1,139,0,MULHER
250750705000159,1,204,0,MULHER
250750705000160,1,55,0,MULHER
250750705000161,1,236,0,MULHER
250750705000162,1,120,0,MULHER
250750705000163,1,267,0,MULHER
250750705000164,1,216,0,MULHER
250750705000165,1,234,0,MULHER
250750705000166,1,106,0,MULHER
250750705000167,1,289,1,MULHER
250750705000168,1,308,0,MULHER
250750705000169,1,288,0,MULHER
250750705000170,1,89,0,MULHER
250750705000171,1,265,0,MULHER
250750705000172,1,240,0,MULHER
250750705000173,1,308,0,MULHER
250750705000174,1,289,0,MULHER
250750705000175,1,268,0,MULHER
250750705000176,1,263,0,MULHER
250750705000177,1,379,0,MULHER
250750705000178,1,195,0,MULHER
250750705000179,1,260,0,MULHER
250750705000180,1,260,0,MULHER
250750705000181,1,269,0,MULHER
250750705000182,1,313,0,MULHER
250750705000183,1,246,0,MULHER
250750705000184,1,274,0,MULHER
250750705000185,1,445,0,MULHER
250750705000186,1,264,0,MULHER
250750705000187,1,256,0,MULHER
250750705000188,1,276,0,MULHER
250750705000189,1,274,0,MULHER
250750705000190,1,294,0,MULHER
250750705000191,1,126,0,MULHER
250750705000192,1,294,0,MULHER
250750705000193,1,321,0,MULHER
250750705000194,1,232,0,MULHER
250750705000195,1,264,0,MULHER
250750705000196,1,149,0,MULHER
250750705000197,1,278,0,MULHER
250750705000198,1,244,0,MULHER
250750705000199,1,233,0,MULHER
250750705000200,1,165,0,MULHER
250750705000201,1,163,0,MULHER
250750705000202,1,433,0,MULHER
250750705000203,1,265,0,MULHER
250750705000204,1,172,0,MULHER
250750705000205,1,271,0,MULHER
250750705000206,1,367,53,MULHER
250750705000207,1,298,0,MULHER
250750705000208,1,108,0,MULHER
250750705000209,1,207,0,MULHER
250750705000210,1,222,0,MULHER
250750705000211,1,247,0,MULHER
250750705000212,1,274,0,MULHER
250750705000213,1,330,0,MULHER
250750705000214,1,183,0,MULHER
250750705000215,1,187,0,MULHER
250750705000216,1,229,0,MULHER
250750705000217,1,250,0,MULHER
250750705000218,1,271,0,MULHER
250750705000219,1,257,0,MULHER
250750705000220,1,74,0,MULHER
250750705000221,1,172,0,MULHER
250750705000222,1,274,0,MULHER
250750705000223,1,292,0,MULHER
250750705000224,1,256,0,MULHER
250750705000225,1,118,0,MULHER
250750705000226,1,200,0,MULHER
250750705000227,1,226,0,MULHER
250750705000228,1,190,0,MULHER
250750705000229,1,100,0,MULHER
250750705000230,1,403,0,MULHER
250750705000231,1,219,0,MULHER
250750705000232,1,296,0,MULHER
250750705000233,1,304,0,MULHER
250750705000234,1,379,0,MULHER
250750705000235,1,209,0,MULHER
250750705000236,1,327,0,MULHER
250750705000237,1,265,0,MULHER
250750705000238,1,279,0,MULHER
250750705000239,1,174,0,MULHER
250750705000240,1,247,0,MULHER
250750705000241,1,197,0,MULHER
250750705000242,1,266,0,MULHER
250750705000243,1,180,0,MULHER
250750705000244,1,249,0,MULHER
250750705000245,1,102,3,MULHER
250750705000246,1,217,0,MULHER
250750705000247,1,350,0,MULHER
250750705000248,1,232,0,MULHER
250750705000249,1,114,0,MULHER
250750705000250,1,287,0,MULHER
250750705000251,1,183,0,MULHER
250750705000252,1,184,0,MULHER
250750705000253,1,183,0,MULHER
250750705000254,1,147,0,MULHER
250750705000255,1,173,0,MULHER
250750705000256,1,125,0,MULHER
250750705000257,1,139,0,MULHER
250750705000258,1,90,0,MULHER
250750705000259,1,241,445,HOMEM
250750705000260,1,360,8,MULHER
250750705000261,1,324,279,MULHER
250750705000262,1,55,0,MULHER
250750705000263,1,63,68,HOMEM
250750705000264,1,185,326,HOMEM
250750705000265,1,175,47,MULHER
250750705000266,1,37,0,MULHER
250750705000267,1,117,0,MULHER
250750705000268,1,183,0,MULHER
250750705000269,1,259,0,MULHER
250750705000270,1,109,0,MULHER
250750705000271,1,374,2,MULHER
250750705000272,1,277,0,MULHER
250750705000273,1,233,0,MULHER
250750705000274,1,198,134,MULHER
250750705000275,1,231,15,MULHER
250750705000276,1,235,3,MULHER
250750705000277,1,189,8,MULHER
250750705000278,1,51,0,MULHER
250750705000279,1,298,0,MULHER
250750705000280,1,302,0,MULHER
250750705000281,1,195,0,MULHER
250750705000282,1,181,107,MULHER
250750705000283,1,133,0,MULHER
250750705000284,1,238,0,MULHER
250750705000285,1,313,0,MULHER
250750705000286,1,346,0,MULHER
250750705000287,1,383,0,MULHER
250750705000288,1,255,0,MULHER
250750705000289,1,201,328,HOMEM
250750705000290,1,286,27,MULHER
250750705000291,1,273,4,MULHER
250750705000292,1,167,0,MULHER
250750705000293,1,255,1,MULHER
250750705000294,1,200,0,MULHER
250750705000295,1,230,258,HOMEM
250750705000296,1,234,0,MULHER
250750705000297,1,229,0,MULHER
250750705000298,1,319,0,MULHER
250750705000299,1,339,26,MULHER
250750705000300,1,262,0,MULHER
250750705000301,1,431,93,MULHER
250750705000302,1,286,0,MULHER
250750705000303,1,224,0,MULHER
250750705000304,1,169,0,MULHER
250750705000305,1,273,0,MULHER
250750705000306,1,248,121,MULHER
250750705000307,1,93,11,MULHER
250750705000308,1,126,X,DESCONHECIDO
250750705000309,1,137,0,MULHER
250750705000310,1,263,0,MULHER
250750705000311,1,301,0,MULHER
250750705000312,1,92,0,MULHER
250750705000313,1,316,232,MULHER
250750705000314,1,180,0,MULHER
250750705000315,1,195,0,MULHER
250750705000316,1,209,0,MULHER
250750705000317,1,206,0,MULHER
250750705000318,1,177,0,MULHER
250750705000319,1,122,0,MULHER
250750705000320,1,210,0,MULHER
250750705000321,1,189,0,MULHER
250750705000322,1,375,0,MULHER
250750705000323,1,262,3,MULHER
250750705000324,1,183,0,MULHER
250750705000325,1,298,0,MULHER
250750705000326,1,94,0,MULHER
250750705000327,1,167,0,MULHER
250750705000328,1,215,0,MULHER
250750705000329,1,327,0,MULHER
250750705000330,1,286,0,MULHER
250750705000331,1,167,0,MULHER
250750705000332,1,174,0,MULHER
250750705000333,1,215,0,MULHER
250750705000334,1,199,0,MULHER
250750705000335,1,343,0,MULHER
250750705000336,1,189,0,MULHER
250750705000337,1,287,0,MULHER
250750705000338,1,238,0,MULHER
250750705000339,1,269,0,MULHER
250750705000340,1,353,0,MULHER
250750705000341,1,269,0,MULHER
250750705000342,1,253,0,MULHER
250750705000343,1,313,0,MULHER
250750705000344,1,280,0,MULHER
250750705000345,1,220,0,MULHER
250750705000346,1,372,0,MULHER
250750705000347,1,363,0,MULHER
250750705000348,1,207,2,MULHER
250750705000349,1,260,0,MULHER
250750705000350,1,279,0,MULHER
250750705000351,1,266,0,MULHER
250750705000352,1,215,0,MULHER
250750705000353,1,177,0,MULHER
250750705000354,1,363,0,MULHER
250750705000355,1,166,0,MULHER
250750705000356,1,212,0,MULHER
250750705000357,1,281,0,MULHER
250750705000358,1,189,0,MULHER
250750705000359,1,383,0,MULHER
250750705000360,1,190,0,MULHER
250750705000361,1,299,0,MULHER
250750705000362,1,285,0,MULHER
250750705000363,1,245,1,MULHER
250750705000364,1,232,0,MULHER
250750705000365,1,326,0,MULHER
250750705000366,1,188,0,MULHER
250750705000367,1,180,0,MULHER
250750705000368,1,400,0,MULHER
250750705000369,1,256,0,MULHER
250750705000370,1,262,0,MULHER
250750705000371,1,261,0,MULHER
250750705000372,1,184,0,MULHER
250750705000373,1,357,0,MULHER
250750705000374,1,296,0,MULHER
250750705000375,1,220,0,MULHER
250750705000376,1,307,0,MULHER
250750705000377,1,194,0,MULHER
250750705000378,1,76,0,MULHER
250750705000379,1,64,0,MULHER
250750705000380,1,202,0,MULHER
250750705000381,1,238,0,MULHER
250750705000382,1,190,0,MULHER
250750705000383,1,306,0,MULHER
250750705000384,1,210,0,MULHER
250750705000385,1,251,0,MULHER
250750705000386,1,244,0,MULHER
250750705000387,1,219,0,MULHER
250750705000388,1,224,0,MULHER
250750705000389,1,207,0,MULHER
250750705000390,1,281,35,MULHER
250750705000391,1,254,0,MULHER
250750705000392,1,234,0,MULHER
250750705000393,1,278,0,MULHER
250750705000394,1,274,0,MULHER
250750705000395,1,282,0,MULHER
250750705000396,1,326,0,MULHER
250750705000397,1,293,0,MULHER
250750705000398,1,250,0,MULHER
250750705000399,1,276,0,MULHER
250750705000400,1,332,0,MULHER
250750705000401,1,288,0,MULHER
250750705000402,1,251,0,MULHER
250750705000403,1,321,0,MULHER
250750705000404,1,304,0,MULHER
250750705000405,1,204,0,MULHER
250750705000406,1,354,0,MULHER
250750705000407,1,191,0,MULHER
250750705000408,1,327,0,MULHER
250750705000409,1,322,0,MULHER
250750705000410,1,277,0,MULHER
250750705000411,1,195,0,MULHER
250750705000412,1,317,0,MULHER
250750705000413,1,170,0,MULHER
250750705000414,1,319,0,MULHER
250750705000415,1,230,1,MULHER
250750705000416,1,315,0,MULHER
250750705000417,1,255,0,MULHER
250750705000418,1,199,1,MULHER
250750705000419,1,207,0,MULHER
250750705000420,1,355,0,MULHER
250750705000421,1,24,0,MULHER
250750705000422,1,356,0,MULHER
250750705000423,1,381,0,MULHER
250750705000424,1,2,X,DESCONHECIDO
250750705000425,1,237,0,MULHER
250750705000426,1,164,0,MULHER
250750705000427,1,97,0,MULHER
250750705000428,1,360,0,MULHER
250750705000429,1,235,0,MULHER
250750705000430,1,294,0,MULHER
250750705000431,1,342,0,MULHER
250750705000432,1,277,0,MULHER
250750705000433,1,198,0,MULHER
250750705000434,1,324,0,MULHER
250750705000435,1,149,0,MULHER
250750705000436,1,179,0,MULHER
250750705000437,1,195,0,MULHER
250750705000438,1,198,0,MULHER
250750705000439,1,266,0,MULHER
250750705000440,1,261,0,MULHER
250750705000441,1,291,0,MULHER
250750705000442,1,249,66,MULHER
250750705000443,1,74,89,HOMEM
250750705000444,1,165,28,MULHER
250750705000445,1,120,0,MULHER
250750705000446,1,339,0,MULHER
250750705000447,1,287,1,MULHER
250750705000448,1,282,5,MULHER
250750705000449,1,155,0,MULHER
250750705000450,1,200,98,MULHER
250750705000451,1,220,0,MULHER
250750705000452,1,130,0,MULHER
250750705000453,1,262,0,MULHER
250750705000454,1,311,158,MULHER
250750705000455,1,305,0,MULHER
250750705000456,1,290,0,MULHER
250750705000457,1,290,0,MULHER
250750705000458,1,274,0,MULHER
250750705000459,1,233,0,MULHER
250750705000460,1,286,0,MULHER
250750705000461,1,318,0,MULHER
250750705000462,1,159,0,MULHER
250750705000463,1,278,0,MULHER
250750705000464,1,247,0,MULHER
250750705000465,1,246,7,MULHER
250750705000466,1,220,0,MULHER
250750705000467,1,272,0,MULHER
250750705000468,1,220,0,MULHER
250750705000469,1,172,0,MULHER
250750705000470,1,353,0,MULHER
250750705000471,1,283,3,MULHER
250750705000472,1,138,204,HOMEM
250750705000473,1,296,3,MULHER
250750705000474,1,219,0,MULHER
250750705000475,1,309,0,MULHER
250750705000476,1,299,0,MULHER
250750705000477,1,321,0,MULHER
250750705000478,1,173,0,MULHER
250750705000479,1,309,0,MULHER
250750705000480,1,202,0,MULHER
250750705000481,1,128,0,MULHER
250750705000482,1,340,0,MULHER
250750705000483,1,310,71,MULHER
250750705000484,1,114,192,HOMEM
250750705000485,1,170,22,MULHER
250750705000486,1,154,0,MULHER
250750705000487,1,160,0,MULHER
250750705000488,1,90,39,MULHER
250750705000489,1,81,82,HOMEM
250750705000490,1,223,78,MULHER
250750705000491,1,323,122,MULHER
250750705000492,1,180,0,MULHER
250750705000493,1,107,0,MULHER
250750705000494,1,181,0,MULHER
250750705000495,1,303,0,MULHER
250750705000496,1,225,0,MULHER
250750705000497,1,266,0,MULHER
250750705000498,1,244,0,MULHER
250750705000499,1,131,0,MULHER
250750705000500,1,459,7,MULHER
250750705000501,1,227,0,MULHER
250750705000502,1,246,51,MULHER
250750705000503,1,160,0,MULHER
250750705000504,1,297,0,MULHER
250750705000505,1,178,0,MULHER
250750705000506,1,200,0,MULHER
250750705000507,1,336,0,MULHER
250750705000508,1,512,0,MULHER
250750705000509,1,280,0,MULHER
250750705000510,1,294,0,MULHER
250750705000511,1,245,0,MULHER
250750705000512,8,43,0,MULHER
250750705000513,4,135,0,MULHER
250750705000514,8,296,0,MULHER
250750705000515,1,331,0,MULHER
250750705000516,8,11,0,MULHER
250750705000517,1,205,0,MULHER
250750705000518,1,368,2,MULHER
250750705000519,1,116,0,MULHER
250750705000520,1,277,0,MULHER
250750705000521,1,278,0,MULHER
250750705000522,1,407,0,MULHER
250750705000523,1,265,0,MULHER
250750705000524,1,261,77,MULHER
250750705000525,1,87,0,MULHER
250750705000526,1,155,0,MULHER
250750705000527,1,181,0,MULHER
250750705000528,1,260,0,MULHER
250750705000529,1,253,0,MULHER
250750705000530,1,239,0,MULHER
250750705000531,1,269,0,MULHER
250750705000532,1,165,0,MULHER
250750705000533,1,110,0,MULHER
250750705000534,1,181,0,MULHER
250750705000535,1,186,0,MULHER
250750705000536,1,242,0,MULHER
250750705000537,1,271,0,MULHER
250750705000538,1,312,0,MULHER
250750705000539,1,252,0,MULHER
250750705000540,1,140,0,MULHER
250750705000541,1,226,0,MULHER
250750705000542,1,210,0,MULHER
250750705000543,1,143,0,MULHER
250750705000544,1,282,0,MULHER
250750705000545,1,100,0,MULHER
250750705000546,1,216,0,MULHER
250750705000547,1,204,2,MULHER
250750705000548,1,321,1,MULHER
250750705000549,1,312,0,MULHER
250750705000550,1,200,0,MULHER
250750705000551,1,306,0,MULHER
250750705000552,1,216,0,MULHER
250750705000553,1,207,2,MULHER
250750705000554,1,299,0,MULHER
250750705000555,1,196,0,MULHER
250750705000556,1,182,0,MULHER
250750705000557,1,165,0,MULHER
250750705000558,1,112,0,MULHER
250750705000559,1,149,0,MULHER
250750705000560,1,211,0,MULHER
250750705000561,1,102,0,MULHER
250750705000562,8,1,X,DESCONHECIDO
250750705000563,8,100,0,MULHER
250750705000564,1,115,0,MULHER
250750705000565,1,95,0,MULHER
250750705000566,1,1,0,MULHER
250750705000567,1,26,0,MULHER
250750705000569,1,44,0,MULHER
250750705000570,1,50,0,MULHER
250750705000571,1,268,4,MULHER
250750705000572,1,71,10,MULHER
250750705000573,1,105,0,MULHER
250750705000574,1,105,0,MULHER
250750705000575,1,207,1,MULHER
250750705000576,1,218,0,MULHER
250750705000577,1,166,X,DESCONHECIDO
250750705000578,1,145,0,MULHER
250750705000579,1,74,0,MULHER
250750705000580,1,292,3,MULHER
250750705000581,1,248,0,MULHER
250750705000582,1,237,0,MULHER
250750705000583,1,203,181,MULHER
250750705000584,1,241,0,MULHER
250750705000585,1,73,0,MULHER
250750705000586,1,106,0,MULHER
250750705000587,1,1073,0,MULHER
250750705000588,1,204,0,MULHER
250750705000589,1,153,0,MULHER
250750705000590,1,66,0,MULHER
250750705000592,1,105,0,MULHER
250750705000593,1,103,160,HOMEM
250750705000594,1,126,110,MULHER
250750705000595,1,159,0,MULHER
250750705000596,1,256,0,MULHER
250750705000597,1,282,0,MULHER
250750705000598,1,223,0,MULHER
250750705000599,1,307,0,MULHER
250750705000600,1,288,0,MULHER
250750705000601,1,272,11,MULHER
250750705000602,1,357,2,MULHER
250750705000603,1,145,0,MULHER
250750705000604,1,287,0,MULHER
250750705000605,1,146,0,MULHER
250750705000606,1,326,0,MULHER
250750705000607,1,282,0,MULHER
250750705000608,1,105,0,MULHER
250750705000609,1,342,0,MULHER
250750705000610,1,171,0,MULHER
250750705000611,8,31,0,MULHER
250750705000612,1,310,0,MULHER
250750705000613,1,162,0,MULHER
250750705000614,1,213,0,MULHER
250750705000615,1,241,0,MULHER
250750705000616,1,268,3,MULHER
250750705000617,1,386,10,MULHER
250750705000618,1,221,8,MULHER
250750705000619,1,344,0,MULHER
250750705000620,1,211,0,MULHER
250750705000621,1,191,0,MULHER
250750705000622,1,154,0,MULHER
250750705000623,1,207,0,MULHER
250750705000624,1,190,4,MULHER
250750705000625,1,179,0,MULHER
250750705000626,1,234,0,MULHER
250750705000627,1,242,0,MULHER
250750705000628,1,205,0,MULHER
250750705000629,1,274,3,MULHER
250750705000630,1,296,0,MULHER
250750705000631,1,379,0,MULHER
250750705000632,1,4,X,DESCONHECIDO
250750705000633,1,182,0,MULHER
250750705000634,1,286,0,MULHER
250750705000635,1,233,0,MULHER
250750705000637,1,144,0,MULHER
250750705000639,1,234,0,MULHER
250750705000640,1,208,0,MULHER
250750705000641,1,85,19,MULHER
250750705000642,1,212,0,MULHER
250750705000643,1,138,0,MULHER
250750705000644,1,369,0,MULHER
250750705000645,1,263,0,MULHER
250750705000646,1,182,0,MULHER
250750705000647,1,256,0,MULHER
250750705000648,1,119,0,MULHER
250750705000649,1,70,0,MULHER
250750705000650,1,187,0,MULHER
250750705000651,1,192,0,MULHER
250750705000652,1,93,0,MULHER
250750705000653,1,100,0,MULHER
250750705000654,1,9,0,MULHER
250750705000655,1,128,0,MULHER
250750705000656,1,181,85,MULHER
250750705000657,1,171,72,MULHER
250750705000658,1,193,168,MULHER
250750705000659,1,148,26,MULHER
250750705000660,1,162,237,HOMEM
250750705000661,1,351,364,HOMEM
250750705000662,1,163,23,MULHER
250750705000663,1,104,0,MULHER
250750705000664,1,252,0,MULHER
250750705000665,1,172,0,MULHER
250750705000666,1,311,0,MULHER
250750705000667,1,111,0,MULHER
250750705000668,1,8,0,MULHER
250750705000669,1,222,0,MULHER
250750705000670,1,277,0,MULHER
250750705000671,1,26,2,MULHER
250750705000672,1,209,0,MULHER
250750705000673,1,207,0,MULHER
250750705000674,1,227,55,MULHER
250750705000675,1,307,272,MULHER
250750705000676,1,222,2,MULHER
250750705000677,1,189,0,MULHER
250750705000678,1,161,0,MULHER
250750705000679,1,222,0,MULHER
250750705000680,1,183,0,MULHER
250750705000681,1,146,38,MULHER
250750705000682,1,194,0,MULHER
250750705000683,1,189,0,MULHER
250750705000684,1,275,0,MULHER
250750705000685,1,341,0,MULHER
250750705000686,1,347,0,MULHER
250750705000687,1,340,0,MULHER
250750705000688,1,330,0,MULHER
250750705000689,1,320,0,MULHER
250750705000690,4,142,0,MULHER
250750705000691,1,682,0,MULHER
250750705000692,1,274,0,MULHER
250750705000693,1,239,0,MULHER
250750705000694,1,315,0,MULHER
250750705000695,1,355,0,MULHER
250750705000696,1,313,0,MULHER
250750705000697,1,283,0,MULHER
250750705000698,1,158,0,MULHER
250750705000699,1,182,0,MULHER
250750705000700,1,227,0,MULHER
250750705000701,1,238,61,MULHER
250750705000702,1,156,2,MULHER
250750705000703,1,204,0,MULHER
250750705000704,1,202,3,MULHER
250750705000705,1,209,0,MULHER
250750705000706,1,228,0,MULHER
250750705000707,1,113,0,MULHER
250750705000708,1,252,3,MULHER
250750705000709,1,174,0,MULHER
250750705000710,1,211,0,MULHER
250750705000711,1,242,0,MULHER
250750705000712,1,230,0,MULHER
250750705000713,1,182,0,MULHER
250750705000714,1,280,0,MULHER
250750705000715,1,258,1,MULHER
250750705000716,1,400,219,MULHER
250750705000717,1,158,0,MULHER
250750705000718,1,222,0,MULHER
250750705000719,1,183,38,MULHER
250750705000720,1,202,0,MULHER
250750705000721,1,208,0,MULHER
250750705000722,1,203,0,MULHER
250750705000723,1,191,0,MULHER
250750705000724,1,239,0,MULHER
250750705000725,1,235,0,MULHER
250750705000726,1,160,0,MULHER
250750705000727,1,222,0,MULHER
250750705000728,1,247,0,MULHER
250750705000729,1,199,0,MULHER
250750705000730,1,295,0,MULHER
250750705000731,1,301,56,MULHER
250750705000732,1,250,0,MULHER
250750705000733,1,184,0,MULHER
250750705000734,1,179,0,MULHER
250750705000735,1,239,0,MULHER
250750705000736,1,162,0,MULHER
250750705000737,1,234,0,MULHER
250750705000738,1,180,0,MULHER
250750705000739,1,238,0,MULHER
250750705000740,1,127,29,MULHER
250750705000741,1,347,0,MULHER
250750705000742,1,228,0,MULHER
250750705000743,1,141,8,MULHER
250750705000744,1,166,0,MULHER
250750705000745,1,243,0,MULHER
250750705000746,1,246,0,MULHER
250750705000747,1,195,0,MULHER
250750705000748,1,210,0,MULHER
250750705000749,1,243,1,MULHER
250750705000750,1,359,6,MULHER
250750705000751,1,309,3,MULHER
250750705000752,1,320,4,MULHER
250750705000753,1,316,0,MULHER
250750705000754,1,327,0,MULHER
250750705000755,1,216,0,MULHER
250750705000756,1,229,0,MULHER
250750705000757,1,273,0,MULHER
250750705000758,1,328,0,MULHER
250750705000759,1,337,0,MULHER
250750705000760,1,264,0,MULHER
250750705000761,1,300,0,MULHER
250750705000762,1,214,3,MULHER
250750705000763,1,270,0,MULHER
250750705000764,1,326,0,MULHER
250750705000765,1,259,0,MULHER
250750705000766,1,181,0,MULHER
250750705000767,1,248,0,MULHER
250750705000768,1,171,0,MULHER
250750705000769,1,129,0,MULHER
250750705000770,1,208,0,MULHER
250750705000771,1,128,0,MULHER
250750705000772,1,152,0,MULHER
250750705000773,1,208,0,MULHER
250750705000774,1,238,0,MULHER
250750705000775,1,196,0,MULHER
250750705000776,1,179,0,MULHER
250750705000777,1,212,0,MULHER
250750705000778,1,369,0,MULHER
250750705000779,1,322,0,MULHER
250750705000780,1,327,0,MULHER
250750705000781,1,275,0,MULHER
250750705000782,1,7,0,MULHER
250750705000783,1,138,0,MULHER
250750705000784,1,204,0,MULHER
250750705000785,1,212,0,MULHER
250750705000786,1,136,0,MULHER
250750705000787,1,120,0,MULHER
250750705000788,1,163,0,MULHER
250750705000789,1,184,0,MULHER
250750705000790,1,120,0,MULHER
250750705000791,1,206,0,MULHER
250750705000792,1,253,0,MULHER
250750705000793,1,217,0,MULHER
250750705000794,1,269,0,MULHER
250750705000795,1,191,0,MULHER
250750705000796,1,203,0,MULHER
250750705000797,1,126,0,MULHER
250750705000798,1,177,0,MULHER
250750705000799,1,174,0,MULHER
250750705000800,1,210,0,MULHER
250750705000801,1,144,0,MULHER
250750705000802,1,244,0,MULHER
250750705000803,1,210,0,MULHER
250750705000804,1,367,1,MULHER
250750705000805,1,216,0,MULHER
250750705000806,1,225,0,MULHER
250750705000807,1,324,0,MULHER
250750705000808,1,195,0,MULHER
250750705000809,1,206,0,MULHER
250750705000810,1,249,0,MULHER
250750705000811,1,195,0,MULHER
250750705000812,1,261,0,MULHER
250750705000813,1,103,0,MULHER
250750705000814,1,230,0,MULHER
250750705000815,1,142,0,MULHER
250750705000816,1,241,0,MULHER
250750705000817,1,197,0,MULHER
250750705000818,1,145,0,MULHER
250750705000819,1,129,0,MULHER
250750705000820,1,210,12,MULHER
250750705000821,1,265,0,MULHER
250750705000822,1,164,0,MULHER
250750705000823,1,260,0,MULHER
250750705000824,1,114,0,MULHER
250750705000825,1,122,0,MULHER
250750705000826,1,172,0,MULHER
250750705000827,1,177,0,MULHER
250750705000828,1,256,0,MULHER
250750705000829,1,206,0,MULHER
250750705000830,1,253,0,MULHER
250750705000831,1,245,0,MULHER
250750705000832,1,162,0,MULHER
250750705000833,1,151,0,MULHER
250750705000834,1,189,0,MULHER
250750705000835,1,147,0,MULHER
250750705000836,1,182,0,MULHER
250750705000837,1,220,0,MULHER
250750705000838,1,185,0,MULHER
250750705000839,1,274,0,MULHER
250750705000840,1,249,0,MULHER
250750705000841,1,9,0,MULHER
250750705000842,1,206,1,MULHER
250750705000843,1,221,0,MULHER
250750705000844,1,198,0,MULHER
250750705000845,1,183,0,MULHER
250750705000846,1,165,0,MULHER
250750705000847,1,322,0,MULHER
250750705000848,1,270,0,MULHER
250750705000849,1,193,0,MULHER
250750705000850,1,148,0,MULHER
250750705000851,1,162,0,MULHER
250750705000852,1,199,0,MULHER
250750705000853,1,198,0,MULHER
250750705000854,1,147,0,MULHER
250750705000855,1,214,0,MULHER
250750705000856,1,217,0,MULHER
250750705000857,1,207,0,MULHER
250750705000858,1,182,0,MULHER
250750705000859,1,316,5,MULHER
250750705000860,1,273,0,MULHER
250750705000861,1,317,0,MULHER
250750705000862,1,210,0,MULHER
250750705000863,1,251,0,MULHER
250750705000864,1,229,0,MULHER
250750705000865,1,324,0,MULHER
250750705000866,1,288,0,MULHER
250750705000867,1,131,0,MULHER
250750705000868,1,269,0,MULHER
250750705000869,1,239,0,MULHER
250750705000870,1,230,0,MULHER
250750705000871,1,273,0,MULHER
250750705000872,1,292,0,MULHER
250750705000873,1,314,0,MULHER
250750705000874,1,260,0,MULHER
250750705000875,1,208,0,MULHER
250750705000876,1,199,0,MULHER
250750705000877,1,180,0,MULHER
250750705000878,1,267,0,MULHER
250750705000879,1,179,0,MULHER
250750705000880,1,338,0,MULHER
250750705000881,1,262,0,MULHER
250750705000882,1,159,0,MULHER
250750705000883,1,286,0,MULHER
250750705000884,1,205,2,MULHER
250750705000885,1,245,0,MULHER
250750705000886,1,176,0,MULHER
250750705000887,1,177,0,MULHER
250750705000888,1,162,0,MULHER
250750705000889,1,233,0,MULHER
250750705000890,1,167,0,MULHER
250750705000891,1,109,0,MULHER
250750705000892,1,191,0,MULHER
250750705000893,1,221,23,MULHER
250750705000894,1,225,0,MULHER
250750705000895,1,246,0,MULHER
250750705000896,1,225,0,MULHER
250750705000897,1,257,0,MULHER
250750705000898,1,335,0,MULHER
250750705000899,1,187,0,MULHER
250750705000900,1,230,0,MULHER
250750705000901,1,200,0,MULHER
250750705000902,1,190,0,MULHER
250750705000903,1,261,0,MULHER
250750705000904,1,18,0,MULHER
250750705000905,1,229,0,MULHER
250750705000906,1,334,0,MULHER
250750705000907,1,173,0,MULHER
250750705000908,1,227,0,MULHER
250750705000909,1,146,0,MULHER
250750705000910,4,21,0,MULHER
250750705000911,1,560,0,MULHER
250750705000912,1,127,0,MULHER
250750705000913,1,145,0,MULHER
250750705000914,1,153,0,MULHER
250750705000915,1,223,2,MULHER
250750705000916,1,242,0,MULHER
250750705000917,1,80,0,MULHER
250750705000918,1,181,0,MULHER
250750705000919,1,232,0,MULHER
250750705000920,1,246,0,MULHER
250750705000921,1,386,0,MULHER
250750705000922,1,192,0,MULHER
250750705000923,1,338,0,MULHER
250750705000924,1,350,0,MULHER
250750705000925,1,121,0,MULHER
250750705000927,1,200,0,MULHER
250750705000928,1,339,487,HOMEM
250750705000929,1,279,0,MULHER
250750705000930,1,227,0,MULHER
250750705000931,1,254,0,MULHER
250750705000932,1,263,0,MULHER
250750705000933,1,223,0,MULHER
250750705000934,1,308,0,MULHER
250750705000935,1,279,0,MULHER
250750705000936,1,191,0,MULHER
250750705000937,1,125,0,MULHER
250750705000938,1,195,0,MULHER
250750705000939,1,232,19,MULHER
250750705000940,1,282,0,MULHER
250750705000941,1,305,0,MULHER
250750705000942,1,231,0,MULHER
